line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.612248250000000E+09    1.100000  0.087800  3.780740  0.7274756E+00  0.2587280E+00  2.2200210E-03  3.5512360E-05  6.4401610E-04  5.5896950E-03  3.7475430E-06  1.2579730E-05  1.7600030E-03  2.3880840E-04  0.000E+00  0.0000  3.780740    0.000  1.967560  7.170050  0.6521801E+00  0.3334018E+00  1.1727900E-05  3.2035290E-06  3.3475850E-03  5.6731100E-03  5.5711460E-05  1.1877810E-08  1.7968380E-03  2.4441770E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 10  0.675624430000000E+09    1.100000  0.090080  3.780870  0.7282911E+00  0.2579349E+00  2.2150350E-03  3.5424450E-05  6.4266180E-04  5.5785550E-03  3.7395280E-06  1.2550930E-05  1.7568120E-03  2.3832350E-04  0.000E+00  0.0000  3.780870    0.000  1.971980  7.171100  0.6450538E+00  0.3405213E+00  1.1790180E-05  3.2206890E-06  3.3492980E-03  5.6702730E-03  6.2741910E-05  1.3473780E-08  1.7978150E-03  2.4456660E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 11  0.754844650000000E+09    1.100000  0.092970  3.781000  0.7293045E+00  0.2569495E+00  2.2088280E-03  3.5315070E-05  6.4097580E-04  5.5646840E-03  3.7295500E-06  1.2515080E-05  1.7528380E-03  2.3771970E-04  0.000E+00  0.0000  3.781000    0.000  1.977570  7.172440  0.6361155E+00  0.3494509E+00  1.1869440E-05  3.2425320E-06  3.3514950E-03  5.6663310E-03  7.2029800E-05  1.5599790E-08  1.7990610E-03  2.4475640E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 12  0.818220830000000E+09    1.100000  0.095310  3.781100  0.7301107E+00  0.2561656E+00  2.2038860E-03  3.5227980E-05  6.3963280E-04  5.5536320E-03  3.7216020E-06  1.2486530E-05  1.7496710E-03  2.3723870E-04  0.000E+00  0.0000  3.781100    0.000  1.982090  7.173520  0.6289392E+00  0.3566202E+00  1.1934330E-05  3.2604170E-06  3.3533010E-03  5.6628360E-03  7.9886730E-05  1.7413200E-08  1.8000770E-03  2.4491120E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 13  0.897441040000000E+09    1.100000  0.098240  3.781220  0.7311129E+00  0.2551911E+00  2.1977350E-03  3.5119640E-05  6.3796110E-04  5.5398740E-03  3.7117100E-06  1.2451010E-05  1.7457280E-03  2.3663990E-04  0.000E+00  0.0000  3.781220    0.000  1.987800  7.174900  0.6199356E+00  0.3656147E+00  1.2016980E-05  3.2831980E-06  3.3556260E-03  5.6580030E-03  9.0275710E-05  1.9829950E-08  1.8013740E-03  2.4510880E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 14  0.960817220000000E+09    1.100000  0.100630  3.781320  0.7319283E+00  0.2543981E+00  2.1927630E-03  3.5032120E-05  6.3661000E-04  5.5287550E-03  3.7037170E-06  1.2422310E-05  1.7425410E-03  2.3615610E-04  0.000E+00  0.0000  3.781320    0.000  1.992420  7.176010  0.6127049E+00  0.3728380E+00  1.2084700E-05  3.3018650E-06  3.3575460E-03  5.6537370E-03  9.9070850E-05  2.1892140E-08  1.8024330E-03  2.4527000E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 15  0.102419340000000E+10    1.100000  0.103010  3.781420  0.7327921E+00  0.2535576E+00  2.1875890E-03  3.4941140E-05  6.3520450E-04  5.5171920E-03  3.6954120E-06  1.2392520E-05  1.7392270E-03  2.3565370E-04  0.000E+00  0.0000  3.781420    0.000  1.997070  7.177140  0.6054486E+00  0.3800866E+00  1.2153460E-05  3.3208220E-06  3.3595250E-03  5.6490890E-03  1.0832240E-04  2.4075630E-08  1.8035130E-03  2.4543430E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 16  0.110341360000000E+10    1.100000  0.106040  3.781540  0.7338630E+00  0.2525158E+00  2.1811440E-03  3.4827850E-05  6.3345310E-04  5.5027820E-03  3.6850630E-06  1.2355410E-05  1.7350950E-03  2.3502760E-04  0.000E+00  0.0000  3.781540    0.000  2.002960  7.178570  0.5963413E+00  0.3891841E+00  1.2241510E-05  3.3450980E-06  3.3620900E-03  5.6427000E-03  1.2056810E-04  2.6987500E-08  1.8048910E-03  2.4564410E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 17  0.116678980000000E+10    1.100000  0.108460  3.781640  0.7347129E+00  0.2516891E+00  2.1760070E-03  3.4737590E-05  6.3205700E-04  5.4912910E-03  3.6768140E-06  1.2325830E-05  1.7317990E-03  2.3452840E-04  0.000E+00  0.0000  3.781640    0.000  2.007730  7.179730  0.5890245E+00  0.3964928E+00  1.2313310E-05  3.3648970E-06  3.3642260E-03  5.6370890E-03  1.3094390E-04  2.9472270E-08  1.8060170E-03  2.4581550E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 18  0.123016600000000E+10    1.100000  0.110920  3.781740  0.7355571E+00  0.2508679E+00  2.1708880E-03  3.4647670E-05  6.3066540E-04  5.4798370E-03  3.6685910E-06  1.2296350E-05  1.7285130E-03  2.3403080E-04  0.000E+00  0.0000  3.781740    0.000  2.012530  7.180910  0.5816797E+00  0.4038294E+00  1.2386700E-05  3.3851330E-06  3.3664430E-03  5.6310020E-03  1.4186440E-04  3.2103870E-08  1.8071670E-03  2.4599040E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 19  0.130938620000000E+10    1.100000  0.114010  3.781860  0.7366047E+00  0.2498491E+00  2.1645170E-03  3.4535780E-05  6.2893280E-04  5.4655720E-03  3.6583540E-06  1.2259660E-05  1.7244190E-03  2.3341110E-04  0.000E+00  0.0000  3.781860    0.000  2.018610  7.182400  0.5724573E+00  0.4130413E+00  1.2480650E-05  3.4110410E-06  3.3693450E-03  5.6226680E-03  1.5633050E-04  3.5614220E-08  1.8086370E-03  2.4621410E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 20  0.137276240000000E+10    1.100000  0.116510  3.781960  0.7374369E+00  0.2490398E+00  2.1594420E-03  3.4446670E-05  6.2755230E-04  5.4542040E-03  3.6501980E-06  1.2230430E-05  1.7211560E-03  2.3291730E-04  0.000E+00  0.0000  3.781960    0.000  2.023530  7.183600  0.5650456E+00  0.4204442E+00  1.2557140E-05  3.4321390E-06  3.3717840E-03  5.6153790E-03  1.6859140E-04  3.8608250E-08  1.8098410E-03  2.4639710E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 21  0.143613850000000E+10    1.100000  0.119020  3.782030  0.7382638E+00  0.2482358E+00  2.1543880E-03  3.4357970E-05  6.2617740E-04  5.4428790E-03  3.6420740E-06  1.2201330E-05  1.7179040E-03  2.3242540E-04  0.000E+00  0.0000  3.782030    0.000  2.028490  7.184820  0.5576027E+00  0.4278782E+00  1.2635570E-05  3.4537710E-06  3.3743410E-03  5.6074940E-03  1.8150240E-04  4.1780000E-08  1.8110710E-03  2.4658410E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 22  0.151535880000000E+10    1.100000  0.122170  3.782110  0.7392898E+00  0.2472382E+00  2.1481020E-03  3.4247670E-05  6.2446670E-04  5.4287870E-03  3.6319670E-06  1.2165130E-05  1.7138560E-03  2.3181330E-04  0.000E+00  0.0000  3.782110    0.000  2.034770  7.186360  0.5482540E+00  0.4372155E+00  1.2735730E-05  3.4813990E-06  3.3777230E-03  5.5967350E-03  1.9860620E-04  4.6007600E-08  1.8126460E-03  2.4682360E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 23  0.157873490000000E+10    1.100000  0.124720  3.782170  0.7401047E+00  0.2464458E+00  2.1430990E-03  3.4159910E-05  6.2310470E-04  5.4175650E-03  3.6239200E-06  1.2136310E-05  1.7106320E-03  2.3132590E-04  0.000E+00  0.0000  3.782170    0.000  2.039850  7.187610  0.5407378E+00  0.4447222E+00  1.2818160E-05  3.5041370E-06  3.3805960E-03  5.5873510E-03  2.1310570E-04  4.9614260E-08  1.8139390E-03  2.4701990E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 24  0.164211110000000E+10    1.100000  0.127260  3.782240  0.7409146E+00  0.2456585E+00  2.1381190E-03  3.4072570E-05  6.2174870E-04  5.4063910E-03  3.6159090E-06  1.2107630E-05  1.7074200E-03  2.3084060E-04  0.000E+00  0.0000  3.782240    0.000  2.044990  7.188870  0.5331873E+00  0.4522630E+00  1.2902270E-05  3.5273430E-06  3.3836400E-03  5.5772220E-03  2.2837280E-04  5.3431630E-08  1.8152610E-03  2.4722070E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 25  0.170548730000000E+10    1.100000  0.129850  3.782300  0.7417193E+00  0.2448762E+00  2.1331620E-03  3.3985660E-05  6.2039880E-04  5.3952640E-03  3.6079340E-06  1.2079080E-05  1.7042220E-03  2.3035730E-04  0.000E+00  0.0000  3.782300    0.000  2.050170  7.190150  0.5256019E+00  0.4598384E+00  1.2988600E-05  3.5511610E-06  3.3868740E-03  5.5662970E-03  2.4444360E-04  5.7471250E-08  1.8166150E-03  2.4742620E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 26  0.176886350000000E+10    1.100000  0.132450  3.782370  0.7425191E+00  0.2440987E+00  2.1282290E-03  3.3899190E-05  6.1905490E-04  5.3841860E-03  3.5999940E-06  1.2050660E-05  1.7010360E-03  2.2987620E-04  0.000E+00  0.0000  3.782370    0.000  2.055420  7.191450  0.5179802E+00  0.4674499E+00  1.3077180E-05  3.5756000E-06  3.3903220E-03  5.5545180E-03  2.6136130E-04  6.1745990E-08  1.8180010E-03  2.4763660E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 27  0.183223960000000E+10    1.100000  0.135050  3.782430  0.7433140E+00  0.2433261E+00  2.1233190E-03  3.3813160E-05  6.1771720E-04  5.3731570E-03  3.5920920E-06  1.2022380E-05  1.6978640E-03  2.2939730E-04  0.000E+00  0.0000  3.782430    0.000  2.060710  7.192750  0.5103215E+00  0.4750981E+00  1.3167780E-05  3.6005980E-06  3.3940120E-03  5.5418260E-03  2.7916440E-04  6.6265900E-08  1.8194220E-03  2.4785210E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 28  0.191145990000000E+10    1.100000  0.138340  3.782510  0.7443008E+00  0.2423669E+00  2.1172150E-03  3.3706230E-05  6.1605380E-04  5.3594400E-03  3.5822650E-06  1.1987230E-05  1.6939170E-03  2.2880160E-04  0.000E+00  0.0000  3.782510    0.000  2.067420  7.194410  0.5006943E+00  0.4847118E+00  1.3284960E-05  3.6329290E-06  3.3990090E-03  5.5245770E-03  3.0272820E-04  7.2282990E-08  1.8212490E-03  2.4812910E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 29  0.197483600000000E+10    1.100000  0.141000  3.782560  0.7450850E+00  0.2416047E+00  2.1123590E-03  3.3621180E-05  6.1473010E-04  5.3485220E-03  3.5744460E-06  1.1959260E-05  1.6907750E-03  2.2832760E-04  0.000E+00  0.0000  3.782560    0.000  2.072790  7.195730  0.4929517E+00  0.4924432E+00  1.3379980E-05  3.6591480E-06  3.4033570E-03  5.5096120E-03  3.2265090E-04  7.7390740E-08  1.8227530E-03  2.4835690E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 30  0.203821220000000E+10    1.100000  0.143680  3.782620  0.7458831E+00  0.2408288E+00  2.1074570E-03  3.3535360E-05  6.1339370E-04  5.3374990E-03  3.5665530E-06  1.1931040E-05  1.6876020E-03  2.2784910E-04  0.000E+00  0.0000  3.782620    0.000  2.078290  7.197090  0.4851687E+00  0.5002147E+00  1.3479620E-05  3.6866410E-06  3.4080580E-03  5.4935100E-03  3.4359370E-04  8.2792450E-08  1.8242970E-03  2.4859070E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 31  0.210158840000000E+10    1.100000  0.146340  3.782680  0.7467306E+00  0.2400044E+00  2.1023630E-03  3.3446300E-05  6.1200550E-04  5.3260510E-03  3.5583600E-06  1.1901760E-05  1.6843060E-03  2.2735240E-04  0.000E+00  0.0000  3.782680    0.000  2.083830  7.198470  0.4773438E+00  0.5080278E+00  1.3582690E-05  3.7150830E-06  3.4131580E-03  5.4761860E-03  3.6560230E-04  8.8496370E-08  1.8258830E-03  2.4883080E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 32  0.216496460000000E+10    1.100000  0.149040  3.782740  0.7475705E+00  0.2391874E+00  2.0972900E-03  3.3357610E-05  6.1062240E-04  5.3146420E-03  3.5501970E-06  1.1872590E-05  1.6810200E-03  2.2685740E-04  0.000E+00  0.0000  3.782740    0.000  2.089450  7.199850  0.4694766E+00  0.5158829E+00  1.3688570E-05  3.7442980E-06  3.4187110E-03  5.4575610E-03  3.8871060E-04  9.4509520E-08  1.8275130E-03  2.4907740E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 33  0.222834070000000E+10    1.100000  0.151750  3.782790  0.7484034E+00  0.2383775E+00  2.0922390E-03  3.3269340E-05  6.0924480E-04  5.3032760E-03  3.5420660E-06  1.1843550E-05  1.6777450E-03  2.2636420E-04  0.000E+00  0.0000  3.782790    0.000  2.095130  7.201260  0.4615655E+00  0.5237815E+00  1.3798680E-05  3.7746790E-06  3.4247740E-03  5.4375390E-03  4.1296330E-04  1.0085080E-07  1.8291900E-03  2.4933090E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 34  0.229171690000000E+10    1.100000  0.154460  3.782840  0.7492297E+00  0.2375741E+00  2.0872090E-03  3.3181460E-05  6.0787280E-04  5.2919540E-03  3.5339690E-06  1.1814630E-05  1.6744820E-03  2.2587300E-04  0.000E+00  0.0000  3.782840    0.000  2.100870  7.202680  0.4536095E+00  0.5317247E+00  1.3912680E-05  3.8061350E-06  3.4314140E-03  5.4160230E-03  4.3839630E-04  1.0752880E-07  1.8309160E-03  2.4959170E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 35  0.235509310000000E+10    1.100000  0.157210  3.782890  0.7500498E+00  0.2367766E+00  2.0822020E-03  3.3094000E-05  6.0650650E-04  5.2806770E-03  3.5259050E-06  1.1785840E-05  1.6712300E-03  2.2538380E-04  0.000E+00  0.0000  3.782890    0.000  2.106690  7.204120  0.4456079E+00  0.5397132E+00  1.4031370E-05  3.8388840E-06  3.4387040E-03  5.3929140E-03  4.6504030E-04  1.1455590E-07  1.8326930E-03  2.4986000E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 36  0.241846930000000E+10    1.100000  0.159950  3.782940  0.7508640E+00  0.2359851E+00  2.0772170E-03  3.3006960E-05  6.0514610E-04  5.2694460E-03  3.5178760E-06  1.1757170E-05  1.6679920E-03  2.2489660E-04  0.000E+00  0.0000  3.782940    0.000  2.112570  7.205580  0.4375589E+00  0.5477486E+00  1.4155340E-05  3.8730870E-06  3.4467310E-03  5.3680960E-03  4.9293130E-04  1.2194510E-07  1.8345250E-03  2.5013650E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 37  0.248184540000000E+10    1.100000  0.162720  3.782990  0.7516724E+00  0.2351992E+00  2.0722560E-03  3.2920350E-05  6.0379170E-04  5.2582640E-03  3.5098840E-06  1.1728650E-05  1.6647660E-03  2.2441150E-04  0.000E+00  0.0000  3.782990    0.000  2.118530  7.207050  0.4294623E+00  0.5558313E+00  1.4283940E-05  3.9085640E-06  3.4555890E-03  5.3414620E-03  5.2208420E-04  1.2969660E-07  1.8364150E-03  2.5042130E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 38  0.254522160000000E+10    1.100000  0.165510  3.783040  0.7524751E+00  0.2344189E+00  2.0673190E-03  3.2834180E-05  6.0244360E-04  5.2471320E-03  3.5019280E-06  1.1700260E-05  1.6615540E-03  2.2392860E-04  0.000E+00  0.0000  3.783040    0.000  2.124570  7.208550  0.4213163E+00  0.5639629E+00  1.4419130E-05  3.9458570E-06  3.4653860E-03  5.3128820E-03  5.5252450E-04  1.3782760E-07  1.8383650E-03  2.5071510E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 39  0.260859780000000E+10    1.100000  0.168290  3.783080  0.7532723E+00  0.2336440E+00  2.0624060E-03  3.2748460E-05  6.0110190E-04  5.2360490E-03  3.4940090E-06  1.1672000E-05  1.6583550E-03  2.2344790E-04  0.000E+00  0.0000  3.783080    0.000  2.130670  7.210050  0.4131201E+00  0.5721444E+00  1.4560760E-05  3.9849220E-06  3.4762450E-03  5.2822260E-03  5.8426060E-04  1.4633840E-07  1.8403790E-03  2.5101840E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 40  0.265612990000000E+10    1.100000  0.170400  3.783120  0.7538666E+00  0.2330664E+00  2.0587370E-03  3.2684460E-05  6.0009970E-04  5.2277710E-03  3.4880960E-06  1.1650910E-05  1.6559660E-03  2.2308880E-04  0.000E+00  0.0000  3.783120    0.000  2.135310  7.211200  0.4069397E+00  0.5783136E+00  1.4671860E-05  4.0155650E-06  3.4851670E-03  5.2577950E-03  6.0890910E-04  1.5297280E-07  1.8419330E-03  2.5125230E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
