line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.799984790000000E+08    0.800000 -0.592930  3.687670  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0039  3.687670    0.000  1.898610  7.060680  0.7168720E+00  0.2689310E+00  1.5793440E-03  3.6676520E-04  1.1032710E-03  5.6906170E-03  3.8481540E-06  1.2274180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  1.010E-04  1.010E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.00E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  2  0.299351150000000E+09    0.800000 -0.590170  3.687310  0.7202940E+00  0.2656379E+00  2.2631020E-03  3.6288580E-05  6.5570720E-04  5.6857370E-03  3.8166550E-06  1.2828100E-05  1.7874630E-03  2.4298220E-04  0.000E+00  0.0000  3.687310    0.000  1.899960  7.057280  0.7086056E+00  0.2770198E+00  6.1938260E-04  2.1881150E-04  2.3879700E-03  5.6973350E-03  3.9228750E-06  1.0945550E-05  1.7908120E-03  2.4350110E-04  0.000E+00  6.568E-06  1.152E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  3.27E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  3  0.521167760000000E+09    0.800000 -0.589410  3.686910  0.7207245E+00  0.2651886E+00  2.2603560E-03  3.6263790E-05  6.5497070E-04  5.6796370E-03  3.8122010E-06  1.2811810E-05  1.7857130E-03  2.4270820E-04  0.000E+00  0.0000  3.686910    0.000  1.903590  7.056280  0.7004494E+00  0.2850890E+00  2.5903580E-04  9.3350070E-05  2.9496830E-03  5.7055920E-03  3.9950170E-06  9.8185070E-06  1.7931980E-03  2.4386720E-04  0.000E+00  4.818E-06  1.055E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.40E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  4  0.742984380000000E+09    0.800000 -0.588150  3.686760  0.7211709E+00  0.2647302E+00  2.2575440E-03  3.6242460E-05  6.5421770E-04  5.6733960E-03  3.8076450E-06  1.2795170E-05  1.7839220E-03  2.4242800E-04  0.000E+00  0.0000  3.686760    0.000  1.907840  7.056190  0.6924618E+00  0.2930325E+00  1.1294930E-04  4.0401060E-05  3.1832280E-03  5.7139680E-03  4.0657390E-06  8.8292950E-06  1.7956220E-03  2.4423930E-04  0.000E+00  3.960E-06  9.778E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.98E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  5  0.980645030000000E+09    0.800000 -0.586610  3.686720  0.7215967E+00  0.2642886E+00  2.2548170E-03  3.6237290E-05  6.5349390E-04  5.6673820E-03  3.8032530E-06  1.2779090E-05  1.7821970E-03  2.4215760E-04  0.000E+00  0.0000  3.686720    0.000  1.912670  7.056510  0.6840012E+00  0.3014644E+00  4.8848380E-05  1.7081740E-05  3.2895970E-03  5.7230730E-03  4.1424150E-06  7.8733110E-06  1.7982580E-03  2.4464420E-04  0.000E+00  3.661E-06  9.197E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.83E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  6  0.120246160000000E+10    0.800000 -0.585030  3.686740  0.7220061E+00  0.2638658E+00  2.2521870E-03  3.6239180E-05  6.5279860E-04  5.6615930E-03  3.7990280E-06  1.2763640E-05  1.7805360E-03  2.4189770E-04  0.000E+00  0.0000  3.686740    0.000  1.917280  7.057020  0.6761602E+00  0.3092858E+00  2.4490000E-05  8.2185550E-06  3.3335920E-03  5.7317010E-03  4.2159450E-06  7.0580970E-06  1.8007580E-03  2.4502820E-04  0.000E+00  3.334E-06  8.802E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.67E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  7  0.144012230000000E+10    0.800000 -0.583210  3.686800  0.7224255E+00  0.2634305E+00  2.2494590E-03  3.6253750E-05  6.5208310E-04  5.6556200E-03  3.7946670E-06  1.2747680E-05  1.7788220E-03  2.4162940E-04  0.000E+00  0.0000  3.686800    0.000  1.922350  7.057740  0.6678003E+00  0.3176277E+00  1.3906030E-05  4.3683110E-06  3.3565700E-03  5.7410950E-03  4.2975610E-06  6.2561230E-06  1.8034810E-03  2.4544650E-04  0.000E+00  3.136E-06  8.462E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.58E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  8  0.166193890000000E+10    0.800000 -0.581450  3.686880  0.7228122E+00  0.2630288E+00  2.2469250E-03  3.6275330E-05  6.5142250E-04  5.6500900E-03  3.7906320E-06  1.2732900E-05  1.7772350E-03  2.4138100E-04  0.000E+00  0.0000  3.686880    0.000  1.927160  7.058490  0.6600256E+00  0.3253865E+00  1.0019580E-05  2.9551060E-06  3.3687140E-03  5.7500080E-03  4.3769330E-06  5.5677360E-06  1.8060640E-03  2.4584360E-04  0.000E+00  2.976E-06  8.201E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.50E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  9  0.189959960000000E+10    0.800000 -0.579460  3.686990  0.7232172E+00  0.2626072E+00  2.2442480E-03  3.6306460E-05  6.5072850E-04  5.6442660E-03  3.7863820E-06  1.2717340E-05  1.7755640E-03  2.4111950E-04  0.000E+00  0.0000  3.686990    0.000  1.932390  7.059370  0.6517191E+00  0.3336762E+00  8.4097880E-06  2.3700790E-06  3.3777960E-03  5.7597200E-03  4.4658890E-06  4.8899780E-06  1.8088810E-03  2.4627660E-04  0.000E+00  2.847E-06  7.967E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.44E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 10  0.212141620000000E+10    0.800000 -0.577550  3.687110  0.7236095E+00  0.2622003E+00  2.2416480E-03  3.6337080E-05  6.5005530E-04  5.6386090E-03  3.7822580E-06  1.2702260E-05  1.7739390E-03  2.4086580E-04  0.000E+00  0.0000  3.687110    0.000  1.937300  7.060230  0.6439834E+00  0.3413960E+00  7.8538640E-06  2.1680180E-06  3.3848540E-03  5.7689430E-03  4.5530190E-06  4.3098890E-06  1.8115550E-03  2.4668790E-04  0.000E+00  2.657E-06  7.778E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.34E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
