line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.418607570000000E+09    1.350000  0.479520  3.823070  0.7198472E+00  0.2660300E+00  2.2638760E-03  3.7618640E-05  6.5658930E-04  5.6906390E-03  3.8202660E-06  1.2840330E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0310  3.823070    0.000  1.971360  7.238160  0.6527327E+00  0.3329014E+00  1.4132550E-05  3.8717870E-06  3.3302070E-03  5.4467200E-03  2.6648680E-04  6.7535160E-08  1.7896480E-03  2.4330640E-04  0.000E+00  9.906E-06  1.179E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  9.03E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 10  0.469308510000000E+09    1.350000  0.482690  3.823110  0.7198041E+00  0.2660484E+00  2.2627610E-03  3.8497200E-05  6.5696090E-04  5.6906390E-03  3.8202960E-06  1.2839580E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0312  3.823110    0.000  1.976020  7.239760  0.6444945E+00  0.3411382E+00  1.4229510E-05  3.8985500E-06  3.3325280E-03  5.4095390E-03  3.0311620E-04  7.7108830E-08  1.7896700E-03  2.4330890E-04  0.000E+00  9.436E-06  1.156E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.63E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 11  0.518425050000000E+09    1.350000  0.485790  3.823140  0.7197579E+00  0.2660711E+00  2.2612070E-03  3.9605170E-05  6.5759870E-04  5.6906390E-03  3.8203430E-06  1.2838470E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0313  3.823140    0.000  1.980570  7.241320  0.6364554E+00  0.3491758E+00  1.4328340E-05  3.9258220E-06  3.3356440E-03  5.3715010E-03  3.3982930E-04  8.6751060E-08  1.7897140E-03  2.4331490E-04  0.000E+00  9.247E-06  1.133E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.49E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 12  0.565957180000000E+09    1.350000  0.488790  3.823150  0.7197094E+00  0.2660974E+00  2.2592190E-03  4.0893650E-05  6.5855050E-04  5.6906390E-03  3.8204110E-06  1.2836970E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0316  3.823150    0.000  1.984990  7.242850  0.6286172E+00  0.3570125E+00  1.4429750E-05  3.9538050E-06  3.3395230E-03  5.3325880E-03  3.7652740E-04  9.6435800E-08  1.7897570E-03  2.4332080E-04  0.000E+00  8.946E-06  1.112E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.24E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 13  0.621411340000000E+09    1.350000  0.492160  3.823220  0.7196482E+00  0.2661334E+00  2.2562750E-03  4.2625720E-05  6.6014670E-04  5.6906390E-03  3.8205240E-06  1.2834600E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0328  3.823220    0.000  1.989410  7.244600  0.6206022E+00  0.3650269E+00  1.4457530E-05  3.9618810E-06  3.3441790E-03  5.2966420E-03  4.0864240E-04  1.0473910E-07  1.7896930E-03  2.4331210E-04  0.000E+00  8.674E-06  1.086E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.02E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 14  0.673696680000000E+09    1.350000  0.495500  3.823200  0.7195863E+00  0.2661723E+00  2.2528870E-03  4.4440480E-05  6.6217030E-04  5.6906390E-03  3.8206700E-06  1.2831700E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0333  3.823200    0.000  1.994070  7.246290  0.6124348E+00  0.3731945E+00  1.4575210E-05  3.9943410E-06  3.3496640E-03  5.2540540E-03  4.4611190E-04  1.1472500E-07  1.7895320E-03  2.4329050E-04  0.000E+00  8.462E-06  1.064E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.86E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 15  0.722813220000000E+09    1.350000  0.498620  3.823190  0.7195251E+00  0.2662125E+00  2.2492260E-03  4.6251650E-05  6.6451740E-04  5.6906390E-03  3.8208450E-06  1.2828370E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0338  3.823190    0.000  1.998550  7.247910  0.6045350E+00  0.3810946E+00  1.4693380E-05  4.0269270E-06  3.3561280E-03  5.2097930E-03  4.8412530E-04  1.2488670E-07  1.7893680E-03  2.4326780E-04  0.000E+00  8.276E-06  1.045E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.71E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 16  0.771929750000000E+09    1.350000  0.501780  3.823180  0.7194614E+00  0.2662560E+00  2.2451460E-03  4.8133160E-05  6.6727700E-04  5.6906390E-03  3.8210610E-06  1.2824470E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0342  3.823180    0.000  2.003100  7.249540  0.5965029E+00  0.3891272E+00  1.4819680E-05  4.0617640E-06  3.3640550E-03  5.1622880E-03  5.2381340E-04  1.3553530E-07  1.7892000E-03  2.4324520E-04  0.000E+00  8.104E-06  1.027E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.58E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 17  0.822630690000000E+09    1.350000  0.505000  3.823180  0.7193931E+00  0.2663041E+00  2.2405550E-03  5.0118780E-05  6.7052310E-04  5.6906390E-03  3.8213280E-06  1.2819850E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0350  3.823180    0.000  2.007580  7.251260  0.5883173E+00  0.3973129E+00  1.4957900E-05  4.0994830E-06  3.3737230E-03  5.1129440E-03  5.6372280E-04  1.4624870E-07  1.7891070E-03  2.4323300E-04  0.000E+00  7.907E-06  1.009E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.42E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 18  0.871747230000000E+09    1.350000  0.508170  3.823170  0.7193251E+00  0.2663532E+00  2.2358010E-03  5.2058740E-05  6.7400720E-04  5.6906380E-03  3.8216300E-06  1.2814840E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0356  3.823170    0.000  2.012060  7.252910  0.5803689E+00  0.4052611E+00  1.5068850E-05  4.1306040E-06  3.3847770E-03  5.0633880E-03  6.0259500E-04  1.5670650E-07  1.7890850E-03  2.4323020E-04  0.000E+00  7.756E-06  9.917E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.31E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 19  0.919279360000000E+09    1.350000  0.511250  3.823200  0.7192575E+00  0.2664030E+00  2.2309570E-03  5.3936970E-05  6.7766260E-04  5.6906380E-03  3.8219640E-06  1.2809520E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0361  3.823200    0.000  2.016510  7.254550  0.5724073E+00  0.4132227E+00  1.5219310E-05  4.1720740E-06  3.3976010E-03  5.0104540E-03  6.4286100E-04  1.6763990E-07  1.7890630E-03  2.4322690E-04  0.000E+00  7.628E-06  9.768E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.21E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 20  0.969980300000000E+09    1.350000  0.514470  3.823170  0.7191840E+00  0.2664582E+00  2.2255770E-03  5.5926220E-05  6.8182530E-04  5.6906380E-03  3.8223650E-06  1.2803370E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0371  3.823170    0.000  2.020900  7.256280  0.5643819E+00  0.4212481E+00  1.5351630E-05  4.2086820E-06  3.4123390E-03  4.9578690E-03  6.8081230E-04  1.7788670E-07  1.7890990E-03  2.4323270E-04  0.000E+00  7.461E-06  9.597E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.08E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 21  0.102068120000000E+10    1.350000  0.517690  3.823070  0.7191092E+00  0.2665153E+00  2.2200230E-03  5.7890880E-05  6.8621790E-04  5.6906370E-03  3.8228130E-06  1.2796780E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0380  3.823070    0.000  2.025320  7.258020  0.5563025E+00  0.4293283E+00  1.5494490E-05  4.2481690E-06  3.4291620E-03  4.9021600E-03  7.1912950E-04  1.8826020E-07  1.7890720E-03  2.4322790E-04  0.000E+00  7.327E-06  9.437E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.98E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 22  0.106821340000000E+10    1.350000  0.520780  3.823030  0.7190381E+00  0.2665703E+00  2.2147030E-03  5.9700090E-05  6.9050260E-04  5.6906370E-03  3.8232720E-06  1.2790260E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0387  3.823030    0.000  2.029720  7.259690  0.5483515E+00  0.4372803E+00  1.5676350E-05  4.2982700E-06  3.4479080E-03  4.8434480E-03  7.5825140E-04  1.9901670E-07  1.7890400E-03  2.4322430E-04  0.000E+00  7.190E-06  9.305E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.88E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 23  0.112049870000000E+10    1.350000  0.524120  3.822950  0.7189589E+00  0.2666323E+00  2.2087490E-03  6.1652160E-05  6.9537510E-04  5.6906370E-03  3.8238230E-06  1.2782720E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0398  3.822950    0.000  2.034110  7.261490  0.5402509E+00  0.4453826E+00  1.5833390E-05  4.3417010E-06  3.4691790E-03  4.7845190E-03  7.9437700E-04  2.0883900E-07  1.7889770E-03  2.4321530E-04  0.000E+00  7.073E-06  9.153E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.79E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 24  0.117119970000000E+10    1.350000  0.527370  3.822870  0.7188815E+00  0.2666936E+00  2.2029230E-03  6.3496650E-05  7.0021220E-04  5.6906360E-03  3.8243990E-06  1.2775110E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0409  3.822870    0.000  2.038480  7.263280  0.5320968E+00  0.4535382E+00  1.6026650E-05  4.3950180E-06  3.4933420E-03  4.7220100E-03  8.3125480E-04  2.1899520E-07  1.7890080E-03  2.4321920E-04  0.000E+00  6.971E-06  9.009E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.72E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 25  0.122190060000000E+10    1.350000  0.530590  3.822780  0.7188033E+00  0.2667561E+00  2.1970490E-03  6.5298310E-05  7.0515210E-04  5.6906360E-03  3.8250180E-06  1.2767230E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0421  3.822780    0.000  2.042650  7.265050  0.5242018E+00  0.4614349E+00  1.6205620E-05  4.4444830E-06  3.5194090E-03  4.6608880E-03  8.6456220E-04  2.2811340E-07  1.7890640E-03  2.4322690E-04  0.000E+00  6.768E-06  8.869E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.55E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 26  0.127418590000000E+10    1.350000  0.533890  3.822660  0.7187228E+00  0.2668210E+00  2.1910220E-03  6.7092370E-05  7.1027850E-04  5.6906350E-03  3.8256920E-06  1.2758920E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0434  3.822660    0.000  2.046890  7.266880  0.5160918E+00  0.4695475E+00  1.6404890E-05  4.4995260E-06  3.5489710E-03  4.5957400E-03  8.9748420E-04  2.3716540E-07  1.7890530E-03  2.4322590E-04  0.000E+00  6.683E-06  8.729E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.50E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 27  0.132488690000000E+10    1.350000  0.537110  3.822530  0.7186441E+00  0.2668850E+00  2.1851600E-03  6.8789340E-05  7.1531620E-04  5.6906350E-03  3.8263870E-06  1.2750640E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0445  3.822530    0.000  2.051140  7.268670  0.5080170E+00  0.4776254E+00  1.6639590E-05  4.5642300E-06  3.5814200E-03  4.5278460E-03  9.2983140E-04  2.4619330E-07  1.7890640E-03  2.4322650E-04  0.000E+00  6.571E-06  8.602E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.42E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 28  0.137717220000000E+10    1.350000  0.540420  3.822390  0.7185631E+00  0.2669513E+00  2.1791650E-03  7.0480120E-05  7.2051580E-04  5.6906340E-03  3.8271390E-06  1.2741980E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0459  3.822390    0.000  2.055310  7.270500  0.4999657E+00  0.4856810E+00  1.6869530E-05  4.6277200E-06  3.6168750E-03  4.4587830E-03  9.5920740E-04  2.5434970E-07  1.7889720E-03  2.4321400E-04  0.000E+00  6.550E-06  8.477E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.43E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 29  0.142945760000000E+10    1.350000  0.543670  3.822220  0.7184816E+00  0.2670185E+00  2.1731840E-03  7.2125590E-05  7.2574710E-04  5.6906330E-03  3.8279310E-06  1.2733140E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0474  3.822220    0.000  2.059220  7.272330  0.4921234E+00  0.4935275E+00  1.7110340E-05  4.6942040E-06  3.6547460E-03  4.3910530E-03  9.8480710E-04  2.6150450E-07  1.7889840E-03  2.4321580E-04  0.000E+00  6.457E-06  8.344E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.36E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 30  0.148332730000000E+10    1.350000  0.547040  3.821910  0.7183971E+00  0.2670886E+00  2.1670440E-03  7.3775590E-05  7.3116080E-04  5.6906330E-03  3.8287880E-06  1.2723870E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0489  3.821910    0.000  2.063250  7.274200  0.4840063E+00  0.5016497E+00  1.7378050E-05  4.7680930E-06  3.6973730E-03  4.3186190E-03  1.0094210E-03  2.6843610E-07  1.7889650E-03  2.4321350E-04  0.000E+00  6.351E-06  8.215E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.29E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 31  0.153561270000000E+10    1.350000  0.550310  3.821680  0.7183154E+00  0.2671569E+00  2.1611590E-03  7.5321680E-05  7.3638600E-04  5.6906320E-03  3.8296520E-06  1.2714810E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0504  3.821680    0.000  2.067160  7.276020  0.4761133E+00  0.5095487E+00  1.7655290E-05  4.8446050E-06  3.7422440E-03  4.2458540E-03  1.0312870E-03  2.7462910E-07  1.7888840E-03  2.4320260E-04  0.000E+00  6.249E-06  8.099E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.22E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 32  0.158948240000000E+10    1.350000  0.553590  3.821430  0.7182314E+00  0.2672274E+00  2.1551750E-03  7.6860760E-05  7.4173480E-04  5.6906310E-03  3.8305750E-06  1.2705430E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0519  3.821430    0.000  2.070950  7.277890  0.4681043E+00  0.5175642E+00  1.7955630E-05  4.9274880E-06  3.7915160E-03  4.1710240E-03  1.0502120E-03  2.8004960E-07  1.7888460E-03  2.4319730E-04  0.000E+00  6.174E-06  7.973E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.18E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 33  0.164493660000000E+10    1.350000  0.556960  3.821150  0.7181452E+00  0.2673001E+00  2.1491050E-03  7.8389670E-05  7.4719550E-04  5.6906300E-03  3.8315580E-06  1.2695730E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0537  3.821150    0.000  2.074630  7.279780  0.4599500E+00  0.5257251E+00  1.8292760E-05  5.0203330E-06  3.8457100E-03  4.0942080E-03  1.0659190E-03  2.8465260E-07  1.7889330E-03  2.4320970E-04  0.000E+00  6.053E-06  7.846E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.09E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 34  0.169880630000000E+10    1.350000  0.560260  3.820880  0.7180615E+00  0.2673710E+00  2.1432780E-03  7.9828400E-05  7.5246830E-04  5.6906300E-03  3.8325480E-06  1.2686260E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0553  3.820880    0.000  2.078320  7.281630  0.4520406E+00  0.5336420E+00  1.8596500E-05  5.1044640E-06  3.9020130E-03  4.0177610E-03  1.0783130E-03  2.8819910E-07  1.7889470E-03  2.4321020E-04  0.000E+00  5.979E-06  7.731E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.04E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 35  0.175426050000000E+10    1.350000  0.563660  3.820720  0.7179758E+00  0.2674440E+00  2.1373820E-03  8.1256620E-05  7.5783250E-04  5.6906290E-03  3.8335960E-06  1.2676520E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0569  3.820720    0.000  2.082030  7.283520  0.4438159E+00  0.5418755E+00  1.8965230E-05  5.2062100E-06  3.9642870E-03  3.9363800E-03  1.0884400E-03  2.9129640E-07  1.7889330E-03  2.4320980E-04  0.000E+00  5.906E-06  7.614E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 36  0.180813020000000E+10    1.350000  0.566880  3.820370  0.7178929E+00  0.2675149E+00  2.1317500E-03  8.2596210E-05  7.6298350E-04  5.6906280E-03  3.8346430E-06  1.2667070E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0586  3.820370    0.000  2.085510  7.285350  0.4358102E+00  0.5498906E+00  1.9342660E-05  5.3103580E-06  4.0286450E-03  3.8557380E-03  1.0950640E-03  2.9343340E-07  1.7888940E-03  2.4320450E-04  0.000E+00  5.801E-06  7.502E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.92E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 37  0.186041560000000E+10    1.350000  0.569970  3.820030  0.7178130E+00  0.2675833E+00  2.1263920E-03  8.3848950E-05  7.6790750E-04  5.6906270E-03  3.8356830E-06  1.2657940E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0602  3.820030    0.000  2.088900  7.287130  0.4278694E+00  0.5578411E+00  1.9732330E-05  5.4179110E-06  4.0959610E-03  3.7744660E-03  1.0989690E-03  2.9482240E-07  1.7888970E-03  2.4320410E-04  0.000E+00  5.709E-06  7.396E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.86E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 38  0.191428530000000E+10    1.350000  0.573180  3.819300  0.7177305E+00  0.2676544E+00  2.1209170E-03  8.5107560E-05  7.7296100E-04  5.6906260E-03  3.8367890E-06  1.2648480E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0618  3.819300    0.000  2.092280  7.288950  0.4197604E+00  0.5659610E+00  2.0150210E-05  5.5332170E-06  4.1683870E-03  3.6909170E-03  1.0989420E-03  2.9515760E-07  1.7888780E-03  2.4320180E-04  0.000E+00  5.676E-06  7.288E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.87E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 39  0.196657070000000E+10    1.350000  0.576250  3.818880  0.7176510E+00  0.2677231E+00  2.1157060E-03  8.6286310E-05  7.7779200E-04  5.6906250E-03  3.8378850E-06  1.2639360E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0633  3.818880    0.000  2.095470  7.290700  0.4118819E+00  0.5738503E+00  2.0571220E-05  5.6494380E-06  4.2420370E-03  3.6095840E-03  1.0953910E-03  2.9452060E-07  1.7889150E-03  2.4320690E-04  0.000E+00  5.615E-06  7.185E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.83E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 40  0.201885600000000E+10    1.350000  0.579270  3.818440  0.7175722E+00  0.2677914E+00  2.1106020E-03  8.7423100E-05  7.8254360E-04  5.6906240E-03  3.8390010E-06  1.2630310E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0647  3.818440    0.000  2.098530  7.292470  0.4038603E+00  0.5818840E+00  2.1016380E-05  5.7723390E-06  4.3201190E-03  3.5256610E-03  1.0888240E-03  2.9306960E-07  1.7888930E-03  2.4320410E-04  0.000E+00  5.532E-06  7.076E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.78E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
