line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.498017770000000E+09    1.250000  0.318330  3.804350  0.7198195E+00  0.2660376E+00  2.2638510E-03  3.7626740E-05  6.5660920E-04  5.6906390E-03  3.8202660E-06  1.2840320E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0080  3.804350    0.000  1.972830  7.209790  0.6521110E+00  0.3335330E+00  1.3217660E-05  3.6162330E-06  3.3257330E-03  5.5607440E-03  1.4672710E-04  3.5452150E-08  1.7886050E-03  2.4316710E-04  0.000E+00  9.567E-06  1.313E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.90E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 10  0.551887520000000E+09    1.250000  0.321030  3.804400  0.7197741E+00  0.2660573E+00  2.2628810E-03  3.8387490E-05  6.5693480E-04  5.6906390E-03  3.8202910E-06  1.2839670E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0076  3.804400    0.000  1.977560  7.211100  0.6441287E+00  0.3415145E+00  1.3290070E-05  3.6362380E-06  3.3256250E-03  5.5394480E-03  1.6939540E-04  4.1137630E-08  1.7886140E-03  2.4316800E-04  0.000E+00  9.172E-06  1.292E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.59E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 11  0.607341670000000E+09    1.250000  0.323810  3.804490  0.7197231E+00  0.2660823E+00  2.2615190E-03  3.9371440E-05  6.5748110E-04  5.6906390E-03  3.8203290E-06  1.2838720E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0072  3.804490    0.000  1.982460  7.212460  0.6359396E+00  0.3497028E+00  1.3365740E-05  3.6571530E-06  3.3257580E-03  5.5168480E-03  1.9317900E-04  4.7136610E-08  1.7886300E-03  2.4316980E-04  0.000E+00  8.849E-06  1.268E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.35E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 12  0.662795830000000E+09    1.250000  0.326620  3.804560  0.7196683E+00  0.2661117E+00  2.2597680E-03  4.0536110E-05  6.5828800E-04  5.6906390E-03  3.8203840E-06  1.2837440E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0069  3.804560    0.000  1.987400  7.213850  0.6277407E+00  0.3579005E+00  1.3444530E-05  3.6789310E-06  3.3262170E-03  5.4933680E-03  2.1768840E-04  5.3359260E-08  1.7886770E-03  2.4317650E-04  0.000E+00  8.569E-06  1.244E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.14E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 13  0.716665580000000E+09    1.250000  0.329370  3.804610  0.7196116E+00  0.2661444E+00  2.2576930E-03  4.1814010E-05  6.5935220E-04  5.6906390E-03  3.8204550E-06  1.2835840E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0067  3.804610    0.000  1.992230  7.215210  0.6197537E+00  0.3658863E+00  1.3523810E-05  3.7008430E-06  3.3269830E-03  5.4695110E-03  2.4232450E-04  5.9651000E-08  1.7887410E-03  2.4318560E-04  0.000E+00  8.327E-06  1.221E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.95E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 14  0.770535320000000E+09    1.250000  0.332130  3.804680  0.7195522E+00  0.2661806E+00  2.2552710E-03  4.3203920E-05  6.6070140E-04  5.6906390E-03  3.8205450E-06  1.2833890E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0065  3.804680    0.000  1.997080  7.216610  0.6117369E+00  0.3739019E+00  1.3606580E-05  3.7237030E-06  3.3280500E-03  5.4443450E-03  2.6789770E-04  6.6220500E-08  1.7887920E-03  2.4319250E-04  0.000E+00  8.106E-06  1.200E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.79E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 15  0.824405070000000E+09    1.250000  0.334920  3.804800  0.7194900E+00  0.2662202E+00  2.2525230E-03  4.4681700E-05  6.6233650E-04  5.6906390E-03  3.8206560E-06  1.2831570E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0064  3.804800    0.000  2.002010  7.218000  0.6036842E+00  0.3819535E+00  1.3690560E-05  3.7469290E-06  3.3294920E-03  5.4178230E-03  2.9444650E-04  7.3074560E-08  1.7888420E-03  2.4319920E-04  0.000E+00  7.907E-06  1.179E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.64E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 16  0.878274820000000E+09    1.250000  0.337760  3.804850  0.7194259E+00  0.2662626E+00  2.2494970E-03  4.6215330E-05  6.6423700E-04  5.6906390E-03  3.8207870E-06  1.2828910E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0060  3.804850    0.000  2.007080  7.219400  0.5954500E+00  0.3901873E+00  1.3883520E-05  3.8000540E-06  3.3311990E-03  5.3882080E-03  3.2343670E-04  8.0939000E-08  1.7888330E-03  2.4319790E-04  0.000E+00  7.724E-06  1.163E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.51E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 17  0.932144570000000E+09    1.250000  0.340550  3.804920  0.7193598E+00  0.2663078E+00  2.2462090E-03  4.7793350E-05  6.6639490E-04  5.6906390E-03  3.8209410E-06  1.2825900E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0059  3.804920    0.000  2.012010  7.220840  0.5874700E+00  0.3981665E+00  1.3975100E-05  3.8253140E-06  3.3333800E-03  5.3597800E-03  3.5076800E-04  8.8046710E-08  1.7888230E-03  2.4319630E-04  0.000E+00  7.547E-06  1.145E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.38E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 18  0.986014320000000E+09    1.250000  0.343420  3.805040  0.7192913E+00  0.2663557E+00  2.2426690E-03  4.9410190E-05  6.6880640E-04  5.6906390E-03  3.8211170E-06  1.2822530E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0058  3.805040    0.000  2.017070  7.222280  0.5792549E+00  0.4063810E+00  1.4072650E-05  3.8523320E-06  3.3362110E-03  5.3278000E-03  3.8094570E-04  9.6041850E-08  1.7887910E-03  2.4319200E-04  0.000E+00  7.233E-06  1.128E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.13E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 19  0.103988410000000E+10    1.250000  0.346260  3.805020  0.7192231E+00  0.2664044E+00  2.2390390E-03  5.0994710E-05  6.7135670E-04  5.6906390E-03  3.8213110E-06  1.2818970E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0060  3.805020    0.000  2.022080  7.223770  0.5711065E+00  0.4145287E+00  1.4156600E-05  3.8744020E-06  3.3396450E-03  5.2952640E-03  4.1109940E-04  1.0380060E-07  1.7887760E-03  2.4318990E-04  0.000E+00  7.159E-06  1.111E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.08E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 20  0.109216940000000E+10    1.250000  0.349080  3.805100  0.7191560E+00  0.2664532E+00  2.2353830E-03  5.2527630E-05  6.7399280E-04  5.6906390E-03  3.8215170E-06  1.2815250E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0058  3.805100    0.000  2.027150  7.225210  0.5629908E+00  0.4226435E+00  1.4277040E-05  3.9088170E-06  3.3438280E-03  5.2604400E-03  4.4283280E-04  1.1242610E-07  1.7887830E-03  2.4319080E-04  0.000E+00  7.054E-06  1.096E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.01E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 21  0.114287040000000E+10    1.250000  0.351820  3.805170  0.7190900E+00  0.2665020E+00  2.2317280E-03  5.4005490E-05  6.7668560E-04  5.6906380E-03  3.8217350E-06  1.2811430E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0058  3.805170    0.000  2.032060  7.226630  0.5550865E+00  0.4305472E+00  1.4382130E-05  3.9378540E-06  3.3486360E-03  5.2249080E-03  4.7447830E-04  1.2088180E-07  1.7887690E-03  2.4318880E-04  0.000E+00  6.941E-06  1.082E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.93E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 22  0.119515570000000E+10    1.250000  0.354650  3.805240  0.7190208E+00  0.2665539E+00  2.2278430E-03  5.5524540E-05  6.7960280E-04  5.6906380E-03  3.8219790E-06  1.2807260E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0058  3.805240    0.000  2.037190  7.228130  0.5468531E+00  0.4387803E+00  1.4496530E-05  3.9694600E-06  3.3545100E-03  5.1858300E-03  5.0844090E-04  1.2997720E-07  1.7887300E-03  2.4318360E-04  0.000E+00  6.821E-06  1.069E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.85E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 23  0.124744100000000E+10    1.250000  0.357490  3.805310  0.7189507E+00  0.2666070E+00  2.2238830E-03  5.7025200E-05  6.8262810E-04  5.6906380E-03  3.8222410E-06  1.2802900E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0059  3.805310    0.000  2.042270  7.229640  0.5387948E+00  0.4468382E+00  1.4613410E-05  4.0015710E-06  3.3610230E-03  5.1473500E-03  5.4105610E-04  1.3866460E-07  1.7887060E-03  2.4318030E-04  0.000E+00  6.718E-06  1.055E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.78E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 24  0.129814200000000E+10    1.250000  0.360270  3.805380  0.7188822E+00  0.2666595E+00  2.2199900E-03  5.8458350E-05  6.8564650E-04  5.6906380E-03  3.8225110E-06  1.2798500E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0059  3.805380    0.000  2.047340  7.231120  0.5306843E+00  0.4549481E+00  1.4739360E-05  4.0365280E-06  3.3689000E-03  5.1053830E-03  5.7588710E-04  1.4815620E-07  1.7887130E-03  2.4318130E-04  0.000E+00  6.618E-06  1.043E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.71E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 25  0.134725850000000E+10    1.250000  0.362980  3.805440  0.7188153E+00  0.2667113E+00  2.2161720E-03  5.9827580E-05  6.8864470E-04  5.6906380E-03  3.8227870E-06  1.2794090E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0060  3.805440    0.000  2.052300  7.232580  0.5227830E+00  0.4628492E+00  1.4866550E-05  4.0716490E-06  3.3776730E-03  5.0626630E-03  6.1034060E-04  1.5750690E-07  1.7887030E-03  2.4318030E-04  0.000E+00  6.521E-06  1.032E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.64E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 26  0.139795950000000E+10    1.250000  0.365750  3.805600  0.7187459E+00  0.2667655E+00  2.2122130E-03  6.1213900E-05  6.9179090E-04  5.6906370E-03  3.8230860E-06  1.2789420E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0061  3.805600    0.000  2.057490  7.234110  0.5145265E+00  0.4711055E+00  1.5006460E-05  4.1102730E-06  3.3882060E-03  5.0157300E-03  6.4708110E-04  1.6750730E-07  1.7886880E-03  2.4317840E-04  0.000E+00  6.426E-06  1.021E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.57E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 27  0.144707600000000E+10    1.250000  0.368490  3.805580  0.7186785E+00  0.2668185E+00  2.2083700E-03  6.2529040E-05  6.9487630E-04  5.6906370E-03  3.8233870E-06  1.2784800E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0062  3.805580    0.000  2.062550  7.235600  0.5064817E+00  0.4791504E+00  1.5150790E-05  4.1501070E-06  3.3998800E-03  4.9681360E-03  6.8317120E-04  1.7736900E-07  1.7886890E-03  2.4317860E-04  0.000E+00  6.367E-06  1.011E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.54E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 28  0.149619250000000E+10    1.250000  0.371210  3.805630  0.7186109E+00  0.2668721E+00  2.2045250E-03  6.3817560E-05  6.9799230E-04  5.6906370E-03  3.8237010E-06  1.2780100E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0064  3.805630    0.000  2.067550  7.237140  0.4985396E+00  0.4870920E+00  1.5189640E-05  4.1608520E-06  3.4128040E-03  4.9208900E-03  7.1793620E-04  1.8630720E-07  1.7887500E-03  2.4318670E-04  0.000E+00  6.250E-06  9.977E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.45E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 29  0.154530910000000E+10    1.250000  0.373950  3.805680  0.7185432E+00  0.2669260E+00  2.2006890E-03  6.5078140E-05  7.0112800E-04  5.6906370E-03  3.8240250E-06  1.2775320E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0066  3.805680    0.000  2.072810  7.238700  0.4902856E+00  0.4953460E+00  1.5359420E-05  4.2076500E-06  3.4281470E-03  4.8678830E-03  7.5563310E-04  1.9668480E-07  1.7888070E-03  2.4319440E-04  0.000E+00  6.172E-06  9.878E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.40E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 30  0.159284120000000E+10    1.250000  0.376630  3.805730  0.7184773E+00  0.2669789E+00  2.1969700E-03  6.6278420E-05  7.0419250E-04  5.6906360E-03  3.8243510E-06  1.2770610E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0067  3.805730    0.000  2.077930  7.240210  0.4821958E+00  0.5034361E+00  1.5529960E-05  4.2547190E-06  3.4451120E-03  4.8135440E-03  7.9276640E-04  2.0692850E-07  1.7888630E-03  2.4320190E-04  0.000E+00  6.134E-06  9.788E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.38E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 31  0.164037330000000E+10    1.250000  0.379300  3.805780  0.7184119E+00  0.2670316E+00  2.1933030E-03  6.7441560E-05  7.0723400E-04  5.6906360E-03  3.8246820E-06  1.2765890E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0068  3.805780    0.000  2.083100  7.241740  0.4740355E+00  0.5115970E+00  1.5712820E-05  4.3051390E-06  3.4642330E-03  4.7565240E-03  8.3007040E-04  2.1725630E-07  1.7889130E-03  2.4320850E-04  0.000E+00  5.890E-06  9.701E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.18E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 32  0.168632110000000E+10    1.250000  0.381930  3.805860  0.7183489E+00  0.2670827E+00  2.1897880E-03  6.8539580E-05  7.1016900E-04  5.6906360E-03  3.8250100E-06  1.2761310E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0069  3.805860    0.000  2.088120  7.243220  0.4660506E+00  0.5195827E+00  1.5904500E-05  4.3579610E-06  3.4851150E-03  4.6985490E-03  8.6633800E-04  2.2734500E-07  1.7889790E-03  2.4321760E-04  0.000E+00  5.854E-06  9.622E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.16E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 33  0.173226880000000E+10    1.250000  0.384530  3.805850  0.7182861E+00  0.2671338E+00  2.1863050E-03  6.9611700E-05  7.1309400E-04  5.6906350E-03  3.8253440E-06  1.2756700E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0070  3.805850    0.000  2.093230  7.244750  0.4579957E+00  0.5276389E+00  1.6109410E-05  4.4144410E-06  3.5084600E-03  4.6378120E-03  9.0244500E-04  2.3742970E-07  1.7890320E-03  2.4322490E-04  0.000E+00  5.822E-06  9.544E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.15E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 34  0.177821650000000E+10    1.250000  0.387140  3.805890  0.7182233E+00  0.2671851E+00  2.1828460E-03  7.0661480E-05  7.1601400E-04  5.6906350E-03  3.8256850E-06  1.2752080E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0072  3.805890    0.000  2.098400  7.246300  0.4498540E+00  0.5357823E+00  1.6329640E-05  4.4751320E-06  3.5345750E-03  4.5741000E-03  9.3829690E-04  2.4748550E-07  1.7890840E-03  2.4323180E-04  0.000E+00  5.806E-06  9.469E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.15E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 35  0.182257980000000E+10    1.250000  0.389640  3.805910  0.7181624E+00  0.2672351E+00  2.1795120E-03  7.1660160E-05  7.1884320E-04  5.6906350E-03  3.8260230E-06  1.2747560E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0074  3.805910    0.000  2.103460  7.247810  0.4419043E+00  0.5437340E+00  1.6559060E-05  4.5383450E-06  3.5626870E-03  4.5096570E-03  9.7247120E-04  2.5711820E-07  1.7891290E-03  2.4323800E-04  0.000E+00  5.734E-06  9.399E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.10E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 36  0.186852760000000E+10    1.250000  0.392250  3.805930  0.7180992E+00  0.2672872E+00  2.1760780E-03  7.2675600E-05  7.2177030E-04  5.6906350E-03  3.8263800E-06  1.2742860E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0077  3.805930    0.000  2.108760  7.249410  0.4335719E+00  0.5520690E+00  1.6816070E-05  4.6091530E-06  3.5951070E-03  4.4397960E-03  1.0071780E-03  2.6695380E-07  1.7891860E-03  2.4324520E-04  0.000E+00  5.673E-06  9.328E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.06E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 37  0.191130650000000E+10    1.250000  0.394680  3.805950  0.7180406E+00  0.2673356E+00  2.1729200E-03  7.3598520E-05  7.2447500E-04  5.6906340E-03  3.8267170E-06  1.2738480E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0079  3.805950    0.000  2.113720  7.250920  0.4257263E+00  0.5599177E+00  1.7075870E-05  4.6807120E-06  3.6285340E-03  4.3717440E-03  1.0386080E-03  2.7591910E-07  1.7892200E-03  2.4324990E-04  0.000E+00  5.628E-06  9.263E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.04E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 38  0.195566980000000E+10    1.250000  0.397210  3.805960  0.7179799E+00  0.2673860E+00  2.1696690E-03  7.4537780E-05  7.2727080E-04  5.6906340E-03  3.8270730E-06  1.2733930E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0081  3.805960    0.000  2.118980  7.252510  0.4174899E+00  0.5681580E+00  1.7362760E-05  4.7597380E-06  3.6668510E-03  4.2979140E-03  1.0700850E-03  2.8493420E-07  1.7892340E-03  2.4325180E-04  0.000E+00  5.573E-06  9.198E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 39  0.200953960000000E+10    1.250000  0.400280  3.805980  0.7179061E+00  0.2674474E+00  2.1657560E-03  7.5654300E-05  7.3065070E-04  5.6906340E-03  3.8275130E-06  1.2728390E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0088  3.805980    0.000  2.124320  7.254410  0.4095051E+00  0.5761475E+00  1.7593690E-05  4.8233390E-06  3.7029960E-03  4.2354950E-03  1.0917160E-03  2.9105390E-07  1.7891660E-03  2.4324240E-04  0.000E+00  5.516E-06  9.086E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  4.97E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 40  0.205390290000000E+10    1.250000  0.402810  3.805970  0.7178455E+00  0.2674981E+00  2.1625670E-03  7.6553230E-05  7.3341660E-04  5.6906330E-03  3.8278810E-06  1.2723820E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0091  3.805970    0.000  2.129450  7.256030  0.4014628E+00  0.5841949E+00  1.7913240E-05  4.9113300E-06  3.7459190E-03  4.1610050E-03  1.1180970E-03  2.9877310E-07  1.7891520E-03  2.4324040E-04  0.000E+00  5.455E-06  9.022E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  4.93E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
