line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

 95  0.523870910000000E+10    1.100000  0.284700  3.781880  0.7288457E+00  0.2564512E+00  2.1838420E-03  4.7558050E-05  6.4867600E-04  5.5534140E-03  3.7207100E-06  1.2463270E-05  1.7501060E-03  2.3715160E-04  0.000E+00  0.0000  3.781880    0.000  2.482020  7.288910  0.2088133E-01  0.9624981E+00  4.6476030E-05  1.2779600E-05  7.9532100E-03  1.9512690E-03  7.4561940E-04  2.0980790E-07  2.2025610E-03  3.0461630E-04  0.000E+00  2.850E-06  7.873E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.51E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 96  0.523870910000000E+10    1.100000  0.284700  3.781880  0.7288457E+00  0.2564512E+00  2.1838420E-03  4.7558050E-05  6.4867600E-04  5.5534140E-03  3.7207100E-06  1.2463270E-05  1.7501060E-03  2.3715160E-04  0.000E+00  0.0000  3.781880    0.000  2.482020  7.288910  0.2088133E-01  0.9624981E+00  4.6476030E-05  1.2779600E-05  7.9532100E-03  1.9512690E-03  7.4561940E-04  2.0980790E-07  2.2025610E-03  3.0461630E-04  0.000E+00  2.850E-06  7.873E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.51E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 97  0.525455310000000E+10    1.100000  0.285590  3.781850  0.7288618E+00  0.2564335E+00  2.1835770E-03  4.7615460E-05  6.4871610E-04  5.5531000E-03  3.7204860E-06  1.2462330E-05  1.7500180E-03  2.3713790E-04  0.000E+00  0.0000  3.781850    0.000  2.485430  7.289010  0.1928907E-01  0.9640444E+00  4.6745180E-05  1.2853740E-05  7.9939590E-03  1.9476240E-03  7.4168610E-04  2.0872500E-07  2.2106100E-03  3.0590020E-04  0.000E+00  2.846E-06  7.888E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.51E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 98  0.527039720000000E+10    1.100000  0.286490  3.781830  0.7288773E+00  0.2564165E+00  2.1833130E-03  4.7673460E-05  6.4875800E-04  5.5527920E-03  3.7202670E-06  1.2461420E-05  1.7499310E-03  2.3712430E-04  0.000E+00  0.0000  3.781830    0.000  2.488800  7.289120  0.1777925E-01  0.9655081E+00  4.7009310E-05  1.2926500E-05  8.0334790E-03  1.9447760E-03  7.3827560E-04  2.0779100E-07  2.2187070E-03  3.0720620E-04  0.000E+00  2.840E-06  7.903E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.51E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 99  0.528624120000000E+10    1.100000  0.287390  3.781790  0.7288938E+00  0.2563985E+00  2.1830460E-03  4.7730700E-05  6.4879800E-04  5.5524730E-03  3.7200400E-06  1.2460470E-05  1.7498410E-03  2.3711040E-04  0.000E+00  0.0000  3.781790    0.000  2.492240  7.289160  0.1635227E-01  0.9668888E+00  4.7255370E-05  1.2994250E-05  8.0717130E-03  1.9427020E-03  7.3539260E-04  2.0699360E-07  2.2268340E-03  3.0853310E-04  0.000E+00  2.838E-06  7.920E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.51E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
100  0.530208530000000E+10    1.100000  0.288300  3.781760  0.7289063E+00  0.2563844E+00  2.1827940E-03  4.7790330E-05  6.4884640E-04  5.5521990E-03  3.7198440E-06  1.2459630E-05  1.7497630E-03  2.3709830E-04  0.000E+00  0.0000  3.781760    0.000  2.495650  7.289200  0.1500508E-01  0.9681898E+00  4.7492350E-05  1.3059500E-05  8.1086480E-03  1.9413560E-03  7.3300600E-04  2.0633400E-07  2.2349800E-03  3.0988070E-04  0.000E+00  2.832E-06  7.936E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.51E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
101  0.533377330000000E+10    1.100000  0.290160  3.781710  0.7289357E+00  0.2563519E+00  2.1822730E-03  4.7906790E-05  6.4893520E-04  5.5516020E-03  3.7194190E-06  1.2457840E-05  1.7495950E-03  2.3707210E-04  0.000E+00  0.0000  3.781710    0.000  2.502470  7.289240  0.1253791E-01  0.9705649E+00  4.7939880E-05  1.3182710E-05  8.1785920E-03  1.9406800E-03  7.2961380E-04  2.0539970E-07  2.2512710E-03  3.1263850E-04  0.000E+00  2.823E-06  7.972E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.50E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
102  0.534961740000000E+10    1.100000  0.291100  3.781680  0.7289485E+00  0.2563375E+00  2.1820200E-03  4.7966190E-05  6.4898410E-04  5.5513260E-03  3.7192230E-06  1.2457000E-05  1.7495170E-03  2.3706000E-04  0.000E+00  0.0000  3.781680    0.000  2.505880  7.289240  0.1141214E-01  0.9716451E+00  4.8149260E-05  1.3240350E-05  8.2115780E-03  1.9412640E-03  7.2855950E-04  2.0511060E-07  2.2593860E-03  3.1404830E-04  0.000E+00  2.813E-06  7.991E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.50E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
103  0.536546140000000E+10    1.100000  0.292050  3.781650  0.7289628E+00  0.2563216E+00  2.1817600E-03  4.8024510E-05  6.4902980E-04  5.5510320E-03  3.7190140E-06  1.2456110E-05  1.7494340E-03  2.3704710E-04  0.000E+00  0.0000  3.781650    0.000  2.509280  7.289230  0.1035443E-01  0.9726575E+00  4.8348450E-05  1.3295180E-05  8.2432170E-03  1.9424080E-03  7.2790280E-04  2.0493150E-07  2.2674550E-03  3.1547830E-04  0.000E+00  2.815E-06  8.010E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.50E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
104  0.539714950000000E+10    1.100000  0.293960  3.781590  0.7289916E+00  0.2562897E+00  2.1812410E-03  4.8140640E-05  6.4912160E-04  5.5504420E-03  3.7185940E-06  1.2454340E-05  1.7492680E-03  2.3702120E-04  0.000E+00  0.0000  3.781590    0.000  2.516060  7.289170  0.8430605E-02  0.9744924E+00  4.8719630E-05  1.3397370E-05  8.3024020E-03  1.9461930E-03  7.2768510E-04  2.0488030E-07  2.2833810E-03  3.1839800E-04  0.000E+00  2.804E-06  8.050E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.50E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
105  0.541299360000000E+10    1.100000  0.294930  3.781560  0.7290073E+00  0.2562726E+00  2.1809770E-03  4.8197800E-05  6.4916530E-04  5.5501340E-03  3.7183750E-06  1.2453420E-05  1.7491810E-03  2.3700770E-04  0.000E+00  0.0000  3.781560    0.000  2.519450  7.289130  0.7558425E-02  0.9753212E+00  4.8891520E-05  1.3444700E-05  8.3299190E-03  1.9487440E-03  7.2807820E-04  2.0499600E-07  2.2911910E-03  3.1988670E-04  0.000E+00  2.799E-06  8.070E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.50E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
106  0.544468160000000E+10    1.100000  0.296890  3.781510  0.7290357E+00  0.2562412E+00  2.1804580E-03  4.8313960E-05  6.4925950E-04  5.5495500E-03  3.7179590E-06  1.2451650E-05  1.7490160E-03  2.3698210E-04  0.000E+00  0.0000  3.781510    0.000  2.526200  7.289040  0.5977919E-02  0.9768174E+00  4.9209510E-05  1.3532310E-05  8.3807440E-03  1.9549260E-03  7.2974890E-04  2.0548050E-07  2.3063800E-03  3.2291890E-04  0.000E+00  2.786E-06  8.113E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.49E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
107  0.547636970000000E+10    1.100000  0.298870  3.781450  0.7290607E+00  0.2562130E+00  2.1799520E-03  4.8432090E-05  6.4936180E-04  5.5490020E-03  3.7175710E-06  1.2449980E-05  1.7488620E-03  2.3695800E-04  0.000E+00  0.0000  3.781450    0.000  2.532950  7.288900  0.4598574E-02  0.9781167E+00  4.9487060E-05  1.3608830E-05  8.4258220E-03  1.9622150E-03  7.3245910E-04  2.0626090E-07  2.3207780E-03  3.2601310E-04  0.000E+00  2.775E-06  8.158E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.49E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
108  0.550805780000000E+10    1.100000  0.300880  3.781370  0.7290879E+00  0.2561828E+00  2.1794380E-03  4.8548180E-05  6.4946010E-04  5.5484320E-03  3.7171650E-06  1.2448250E-05  1.7487010E-03  2.3693300E-04  0.000E+00  0.0000  3.781370    0.000  2.539690  7.288740  0.3397736E-02  0.9792430E+00  4.9730610E-05  1.3676160E-05  8.4650680E-03  1.9701620E-03  7.3600330E-04  2.0729400E-07  2.3340960E-03  3.2915130E-04  0.000E+00  2.774E-06  8.205E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.50E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
109  0.555559000000000E+10    1.100000  0.303940  3.781260  0.7291275E+00  0.2561386E+00  2.1786740E-03  4.8721810E-05  6.4961090E-04  5.5475930E-03  3.7165690E-06  1.2445690E-05  1.7484640E-03  2.3689620E-04  0.000E+00  0.0000  3.781260    0.000  2.549780  7.288480  0.1887446E-02  0.9806547E+00  5.0030780E-05  1.3759820E-05  8.5128480E-03  1.9821890E-03  7.4235440E-04  2.0920130E-07  2.3512610E-03  3.3385270E-04  0.000E+00  2.760E-06  8.277E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.49E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
110  0.560312210000000E+10    1.100000  0.307050  3.781140  0.7291717E+00  0.2560901E+00  2.1778920E-03  4.8891470E-05  6.4975350E-04  5.5467030E-03  3.7159370E-06  1.2443010E-05  1.7482130E-03  2.3685720E-04  0.000E+00  0.0000  3.781140    0.000  2.559880  7.288200  0.6724490E-03  0.9817925E+00  5.0262380E-05  1.3827180E-05  8.5472170E-03  1.9924450E-03  7.4883650E-04  2.1137680E-07  2.3637180E-03  3.3823320E-04  0.000E+00  2.747E-06  8.351E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.49E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
111  0.565065420000000E+10    1.100000  0.310190  3.781020  0.7292056E+00  0.2560515E+00  2.1771480E-03  4.9067160E-05  6.4992000E-04  5.5459280E-03  3.7153880E-06  1.2440600E-05  1.7479950E-03  2.3682310E-04  0.000E+00  0.0000  3.781020    0.000  2.570030  7.287880  0.0000000E+00  0.9827204E+00  5.0513900E-05  1.3956690E-05  8.5678550E-03  1.9981450E-03  7.5268760E-04  2.1703230E-07  2.3695990E-03  3.4073520E-04  0.000E+00  2.727E-06  8.418E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.48E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
112  0.569818630000000E+10    1.100000  0.313400  3.780920  0.7288810E+00  0.2563615E+00  2.1783840E-03  4.9292880E-05  6.5063870E-04  5.5495590E-03  3.7180200E-06  1.2449660E-05  1.7490580E-03  2.3698550E-04  0.000E+00  0.0000  3.780920    0.000  2.579260  7.287820  0.0000000E+00  0.9824256E+00  5.0498760E-05  1.3952500E-05  8.5652850E-03  1.9975460E-03  7.5246190E-04  2.1696480E-07  2.3688880E-03  3.4063310E-04  0.000E+00  2.719E-06  8.472E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.49E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
113  0.574571850000000E+10    1.100000  0.316630  3.780820  0.7286571E+00  0.2565738E+00  2.1790210E-03  4.9504210E-05  6.5119440E-04  5.5518470E-03  3.7196920E-06  1.2455280E-05  1.7497980E-03  2.3709960E-04  0.000E+00  0.0000  3.780820    0.000  2.588410  7.287870  0.0000000E+00  0.9824256E+00  5.0498770E-05  1.3952500E-05  8.5652850E-03  1.9975460E-03  7.5246200E-04  2.1696320E-07  2.3688880E-03  3.4063320E-04  0.000E+00  2.710E-06  8.555E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.49E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
114  0.577740660000000E+10    1.100000  0.318800  3.780750  0.7285260E+00  0.2566975E+00  2.1793320E-03  4.9645240E-05  6.5154100E-04  5.5531350E-03  3.7206360E-06  1.2458410E-05  1.7502520E-03  2.3717000E-04  0.000E+00  0.0000  3.780750    0.000  2.594580  7.287910  0.0000000E+00  0.9824256E+00  5.0498770E-05  1.3952500E-05  8.5652840E-03  1.9975460E-03  7.5246200E-04  2.1696200E-07  2.3688880E-03  3.4063320E-04  0.000E+00  2.713E-06  8.613E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.50E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
115  0.582493870000000E+10    1.100000  0.322080  3.780630  0.7283500E+00  0.2568630E+00  2.1796830E-03  4.9853220E-05  6.5203110E-04  5.5548140E-03  3.7218710E-06  1.2462450E-05  1.7509050E-03  2.3727130E-04  0.000E+00  0.0000  3.780630    0.000  2.603940  7.287990  0.0000000E+00  0.9824256E+00  5.0498780E-05  1.3952510E-05  8.5652840E-03  1.9975460E-03  7.5246200E-04  2.1696030E-07  2.3688880E-03  3.4063330E-04  0.000E+00  2.713E-06  8.705E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.51E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
116  0.587247080000000E+10    1.100000  0.325410  3.780500  0.7281861E+00  0.2570166E+00  2.1799490E-03  5.0064460E-05  6.5251210E-04  5.5563340E-03  3.7229920E-06  1.2466060E-05  1.7515210E-03  2.3736710E-04  0.000E+00  0.0000  3.780500    0.000  2.613430  7.288100  0.0000000E+00  0.9824256E+00  5.0498780E-05  1.3952510E-05  8.5652830E-03  1.9975450E-03  7.5246200E-04  2.1695860E-07  2.3688880E-03  3.4063340E-04  0.000E+00  2.719E-06  8.801E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.53E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
117  0.590415890000000E+10    1.100000  0.327650  3.780420  0.7280822E+00  0.2571138E+00  2.1800890E-03  5.0206380E-05  6.5282880E-04  5.5572780E-03  3.7236900E-06  1.2468280E-05  1.7518970E-03  2.3742570E-04  0.000E+00  0.0000  3.780420    0.000  2.619810  7.288190  0.0000000E+00  0.9824256E+00  5.0498790E-05  1.3952510E-05  8.5652830E-03  1.9975450E-03  7.5246210E-04  2.1695790E-07  2.3688880E-03  3.4063340E-04  0.000E+00  2.710E-06  8.867E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.53E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
118  0.595169110000000E+10    1.100000  0.331040  3.780280  0.7279643E+00  0.2572239E+00  2.1802220E-03  5.0375000E-05  6.5319990E-04  5.5583330E-03  3.7244710E-06  1.2470750E-05  1.7523360E-03  2.3749420E-04  0.000E+00  0.0000  3.780280    0.000  2.629550  7.288330  0.0000000E+00  0.9824256E+00  5.0498790E-05  1.3952510E-05  8.5652830E-03  1.9975450E-03  7.5246210E-04  2.1695640E-07  2.3688880E-03  3.4063350E-04  0.000E+00  2.827E-06  8.971E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.65E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
119  0.599922320000000E+10    1.100000  0.334470  3.780130  0.7278327E+00  0.2573465E+00  2.1803390E-03  5.0571720E-05  6.5362770E-04  5.5594900E-03  3.7253300E-06  1.2473420E-05  1.7528040E-03  2.3756720E-04  0.000E+00  0.0000  3.780130    0.000  2.639440  7.288490  0.0000000E+00  0.9824256E+00  5.0498800E-05  1.3952510E-05  8.5652830E-03  1.9975450E-03  7.5246210E-04  2.1695490E-07  2.3688880E-03  3.4063350E-04  0.000E+00  2.803E-06  9.080E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.64E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
120  0.603091130000000E+10    1.100000  0.336760  3.780020  0.7277435E+00  0.2574296E+00  2.1804010E-03  5.0710000E-05  6.5392600E-04  5.5602640E-03  3.7259050E-06  1.2475200E-05  1.7531220E-03  2.3761680E-04  0.000E+00  0.0000  3.780020    0.000  2.646110  7.288620  0.0000000E+00  0.9824256E+00  5.0498800E-05  1.3952510E-05  8.5652830E-03  1.9975450E-03  7.5246210E-04  2.1695460E-07  2.3688880E-03  3.4063350E-04  0.000E+00  2.781E-06  9.155E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.62E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
121  0.607844340000000E+10    1.100000  0.340270  3.779860  0.7276118E+00  0.2575520E+00  2.1804680E-03  5.0920590E-05  6.5437730E-04  5.5613920E-03  3.7267460E-06  1.2477770E-05  1.7535670E-03  2.3768620E-04  0.000E+00  0.0000  3.779860    0.000  2.656300  7.288830  0.0000000E+00  0.9824256E+00  5.0498800E-05  1.3952510E-05  8.5652820E-03  1.9975450E-03  7.5246210E-04  2.1695370E-07  2.3688880E-03  3.4063360E-04  0.000E+00  2.767E-06  9.274E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.62E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
122  0.612597550000000E+10    1.100000  0.343810  3.779680  0.7274861E+00  0.2576686E+00  2.1805060E-03  5.1128910E-05  6.5482120E-04  5.5624520E-03  3.7275370E-06  1.2480160E-05  1.7539960E-03  2.3775320E-04  0.000E+00  0.0000  3.779680    0.000  2.666710  7.289050  0.0000000E+00  0.9824256E+00  5.0498800E-05  1.3952510E-05  8.5652820E-03  1.9975450E-03  7.5246220E-04  2.1695250E-07  2.3688880E-03  3.4063360E-04  0.000E+00  2.751E-06  9.399E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.62E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
123  0.617350770000000E+10    1.100000  0.347390  3.779500  0.7273614E+00  0.2577842E+00  2.1805160E-03  5.1342710E-05  6.5527470E-04  5.5634890E-03  3.7283120E-06  1.2482470E-05  1.7544090E-03  2.3781790E-04  0.000E+00  0.0000  3.779500    0.000  2.677330  7.289300  0.0000000E+00  0.9824256E+00  5.0498810E-05  1.3952510E-05  8.5652820E-03  1.9975450E-03  7.5246220E-04  2.1695150E-07  2.3688880E-03  3.4063360E-04  0.000E+00  2.732E-06  9.532E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.61E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
124  0.620519580000000E+10    1.100000  0.349810  3.779370  0.7272786E+00  0.2578607E+00  2.1805080E-03  5.1488340E-05  6.5558290E-04  5.5641670E-03  3.7288200E-06  1.2483970E-05  1.7547150E-03  2.3786580E-04  0.000E+00  0.0000  3.779370    0.000  2.684560  7.289480  0.0000000E+00  0.9824256E+00  5.0498810E-05  1.3952510E-05  8.5652820E-03  1.9975450E-03  7.5246220E-04  2.1695060E-07  2.3688890E-03  3.4063370E-04  0.000E+00  2.721E-06  9.625E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.61E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
125  0.625272790000000E+10    1.100000  0.353460  3.779170  0.7271581E+00  0.2579721E+00  2.1804760E-03  5.1705760E-05  6.5604230E-04  5.5651440E-03  3.7295540E-06  1.2486100E-05  1.7551260E-03  2.3793010E-04  0.000E+00  0.0000  3.779170    0.000  2.695580  7.289770  0.0000000E+00  0.9824256E+00  5.0498810E-05  1.3952510E-05  8.5652820E-03  1.9975450E-03  7.5246220E-04  2.1695010E-07  2.3688890E-03  3.4063370E-04  0.000E+00  2.709E-06  9.774E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.62E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
126  0.630026000000000E+10    1.100000  0.357200  3.778950  0.7270397E+00  0.2580814E+00  2.1804210E-03  5.1925070E-05  6.5650540E-04  5.5660910E-03  3.7302660E-06  1.2488150E-05  1.7555550E-03  2.3799730E-04  0.000E+00  0.0000  3.778950    0.000  2.706930  7.290060  0.0000000E+00  0.9824256E+00  5.0498820E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246220E-04  2.1694930E-07  2.3688890E-03  3.4063370E-04  0.000E+00  2.689E-06  9.932E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.61E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
127  0.633194810000000E+10    1.100000  0.359700  3.778800  0.7269626E+00  0.2581525E+00  2.1803730E-03  5.2071110E-05  6.5681370E-04  5.5667000E-03  3.7307250E-06  1.2489450E-05  1.7558510E-03  2.3804350E-04  0.000E+00  0.0000  3.778800    0.000  2.714650  7.290270  0.0000000E+00  0.9824256E+00  5.0498820E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246220E-04  2.1694890E-07  2.3688890E-03  3.4063370E-04  0.000E+00  2.683E-06  1.004E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.61E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
128  0.637948020000000E+10    1.100000  0.363520  3.778540  0.7268484E+00  0.2582577E+00  2.1802830E-03  5.2291690E-05  6.5727990E-04  5.5675930E-03  3.7313990E-06  1.2491340E-05  1.7562770E-03  2.3811030E-04  0.000E+00  0.0000  3.778540    0.000  2.726480  7.290600  0.0000000E+00  0.9824256E+00  5.0498820E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246220E-04  2.1694870E-07  2.3688890E-03  3.4063380E-04  0.000E+00  2.673E-06  1.022E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.62E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
129  0.642701240000000E+10    1.100000  0.367380  3.778270  0.7267404E+00  0.2583572E+00  2.1801790E-03  5.2505110E-05  6.5773170E-04  5.5684270E-03  3.7320300E-06  1.2493080E-05  1.7566320E-03  2.3816590E-04  0.000E+00  0.0000  3.778270    0.000  2.738660  7.290950  0.0000000E+00  0.9824256E+00  5.0498820E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246220E-04  2.1694860E-07  2.3688890E-03  3.4063380E-04  0.000E+00  2.652E-06  1.042E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.61E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
130  0.645870050000000E+10    1.100000  0.369990  3.778070  0.7266702E+00  0.2584217E+00  2.1801010E-03  5.2646200E-05  6.5803100E-04  5.5689620E-03  3.7324360E-06  1.2494190E-05  1.7568870E-03  2.3820590E-04  0.000E+00  0.0000  3.778070    0.000  2.746970  7.291190  0.0000000E+00  0.9824256E+00  5.0498820E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246220E-04  2.1694830E-07  2.3688890E-03  3.4063380E-04  0.000E+00  2.645E-06  1.056E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.62E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
131  0.650623260000000E+10    1.100000  0.373940  3.777770  0.7265654E+00  0.2585181E+00  2.1799680E-03  5.2860730E-05  6.5848720E-04  5.5697540E-03  3.7330370E-06  1.2495810E-05  1.7572740E-03  2.3826660E-04  0.000E+00  0.0000  3.777770    0.000  2.759750  7.291570  0.0000000E+00  0.9824256E+00  5.0498820E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246230E-04  2.1694760E-07  2.3688890E-03  3.4063380E-04  0.000E+00  2.633E-06  1.078E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.62E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
132  0.655376470000000E+10    1.100000  0.377950  3.777450  0.7264624E+00  0.2586127E+00  2.1798190E-03  5.3075560E-05  6.5894560E-04  5.5705230E-03  3.7336220E-06  1.2497360E-05  1.7576220E-03  2.3832120E-04  0.000E+00  0.0000  3.777450    0.000  2.772910  7.291970  0.0000000E+00  0.9824256E+00  5.0498820E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246230E-04  2.1694700E-07  2.3688890E-03  3.4063380E-04  0.000E+00  2.620E-06  1.102E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.62E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
133  0.660129690000000E+10    1.100000  0.382020  3.777100  0.7263704E+00  0.2586973E+00  2.1796710E-03  5.3271110E-05  6.5936450E-04  5.5712030E-03  3.7341410E-06  1.2498710E-05  1.7578600E-03  2.3835850E-04  0.000E+00  0.0000  3.777100    0.000  2.786510  7.292390  0.0000000E+00  0.9824256E+00  5.0498830E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246230E-04  2.1694660E-07  2.3688890E-03  3.4063380E-04  0.000E+00  2.723E-06  1.128E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.74E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
134  0.663298490000000E+10    1.100000  0.384770  3.776860  0.7263195E+00  0.2587441E+00  2.1795820E-03  5.3380800E-05  6.5960040E-04  5.5715750E-03  3.7344260E-06  1.2499440E-05  1.7579740E-03  2.3837630E-04  0.000E+00  0.0000  3.776860    0.000  2.795840  7.292670  0.0000000E+00  0.9824256E+00  5.0498830E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246230E-04  2.1694630E-07  2.3688890E-03  3.4063380E-04  0.000E+00  2.713E-06  1.147E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.74E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
135  0.668051710000000E+10    1.100000  0.388940  3.776480  0.7262283E+00  0.2588279E+00  2.1794110E-03  5.3580010E-05  6.6003020E-04  5.5722380E-03  3.7349330E-06  1.2500720E-05  1.7581610E-03  2.3840570E-04  0.000E+00  0.0000  3.776480    0.000  2.810220  7.293120  0.0000000E+00  0.9824256E+00  5.0498830E-05  1.3952510E-05  8.5652810E-03  1.9975450E-03  7.5246230E-04  2.1694570E-07  2.3688890E-03  3.4063390E-04  0.000E+00  2.696E-06  1.176E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.75E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
